Date,N1,N2,N3,N4,N5,E1,E2,Year,Month,DayOfWeek,DayOfYear,WeekOfYear,Quarter,Season,Main_Sum,Main_Mean,Main_Std,Main_Min,Main_Max,Main_Range,Stars_Sum,Stars_Mean,Stars_Diff,Main_Even_Count,Main_Odd_Count,Stars_Even_Count,Decade_1_Count,Decade_2_Count,Decade_3_Count,Decade_4_Count,Decade_5_Count,N1_Freq_50,N2_Freq_50,N3_Freq_50,N4_Freq_50,N5_Freq_50,E1_Freq_50,E2_Freq_50,N1_LastSeen,N2_LastSeen,N3_LastSeen,N4_LastSeen,N5_LastSeen,E1_LastSeen,E2_LastSeen,Main_Sum_MA_5,Stars_Sum_MA_5,Main_Sum_MA_10,Stars_Sum_MA_10,Main_Sum_MA_20,Stars_Sum_MA_20,Main_Sum_Volatility_5,Main_Sum_Volatility_10,Main_Sum_Volatility_20
2017-07-18,1,25,27,41,45,5,7,2017,7,1,199,29,3,2,139,27.8,17.297398648351724,1,45,44,12,6.0,2,0,5,0,1,0,2,0,2,0.06,0.02,0.04,0.02,0.08,0.1,0.08,30,43,11,9,3,4,7,139.4,13.8,139.7,13.6,127.95,13.1,15.789236840328824,25.21926071698207,25.471294472508898
2017-07-21,1,8,9,26,49,5,9,2017,7,4,202,29,3,2,93,18.6,19.32097306038182,1,49,48,14,7.0,4,2,3,0,3,0,1,0,1,0.06,0.0,0.0,0.0,0.12,0.12,0.26,1,88,133,54,5,1,14,129.4,14.0,133.7,12.9,126.45,13.2,25.676837811537474,28.612545810846314,26.634909818744084
2017-07-25,12,14,43,44,48,2,11,2017,7,1,206,30,3,2,161,32.2,17.640861656959956,12,48,36,13,6.5,9,4,1,1,0,2,0,0,3,0.0,0.04,0.0,0.02,0.04,0.14,0.08,92,3,100,36,16,17,12,132.0,14.8,135.6,12.4,130.3,13.3,28.530685235374204,29.829888069220512,25.725473756570555
2017-07-28,5,9,29,31,41,2,4,2017,7,4,209,30,3,2,115,23.0,15.362291495737216,5,41,36,6,3.0,2,0,5,2,2,0,1,1,1,0.04,0.02,0.02,0.04,0.0,0.16,0.04,18,33,42,10,87,1,19,124.2,12.4,137.4,12.0,132.0,12.95,26.25261891697669,27.709605233965803,23.305748105067202
2017-08-01,14,21,24,29,30,8,10,2017,8,1,213,31,3,2,118,23.6,6.5038450166036395,14,30,16,18,9.0,2,3,2,2,0,1,4,0,0,0.04,0.04,0.06,0.04,0.04,0.1,0.16,6,32,17,23,21,6,5,125.2,12.6,137.2,13.4,132.05,13.6,25.810850431553046,27.85597881165834,23.272923051658605
2017-08-04,29,30,36,40,41,2,9,2017,8,4,216,31,3,2,176,35.2,5.540758070878027,29,41,12,11,5.5,7,3,2,1,0,0,2,2,1,0.0,0.0,0.0,0.02,0.02,0.18,0.22,266,161,75,49,2,2,4,132.6,12.4,136.0,13.1,135.2,13.55,34.57311093899418,25.590796956892362,24.773925171862764
2017-08-08,15,25,26,40,41,4,5,2017,8,1,220,32,3,2,147,29.4,11.013627921806693,15,41,26,9,4.5,1,2,3,1,0,1,2,1,1,0.02,0.04,0.08,0.04,0.04,0.12,0.04,15,6,8,1,1,16,31,143.4,11.4,136.4,12.7,135.95,13.25,26.63268668384765,25.743176010568583,24.89868946033322
2017-08-11,18,28,39,46,48,5,12,2017,8,4,223,32,3,2,179,35.8,12.657013865837392,18,48,30,17,8.5,7,4,1,1,0,1,1,1,2,0.0,0.0,0.02,0.0,0.06,0.1,0.12,171,69,12,54,5,6,16,147.0,12.2,139.5,13.5,139.05,13.5,30.53686296920485,28.960701342029445,26.238731917369478
2017-08-15,10,14,30,35,46,4,10,2017,8,1,227,33,3,2,135,27.0,14.933184523068078,10,46,36,14,7.0,6,4,1,2,1,1,1,1,1,0.04,0.06,0.02,0.06,0.02,0.14,0.14,12,6,29,29,40,2,4,151.0,13.8,137.6,13.1,138.6,13.7,26.315394733881405,28.523674377611364,26.226543404485714
2017-08-18,2,24,39,42,45,2,8,2017,8,4,230,33,3,2,152,30.4,17.812916661793487,2,45,43,10,5.0,6,3,2,2,1,0,1,1,2,0.12,0.02,0.04,0.02,0.1,0.16,0.1,28,40,2,11,9,4,13,157.8,12.2,141.5,12.4,139.3,13.15,19.044684297724412,27.431733448690494,26.3959725795633
2017-08-22,3,10,12,17,27,3,5,2017,8,1,234,34,3,2,69,13.8,8.927485648266257,3,27,24,8,4.0,2,2,3,0,2,2,1,0,0,0.08,0.06,0.02,0.0,0.02,0.18,0.06,17,23,27,60,32,13,4,136.4,11.6,134.5,12.0,137.1,12.8,40.9731619477921,35.79649268977187,30.254882163658245
2017-08-25,1,5,7,15,47,9,12,2017,8,4,237,34,3,2,75,15.0,18.601075237738275,1,47,46,21,10.5,3,0,5,1,3,1,0,0,1,0.08,0.02,0.0,0.0,0.06,0.02,0.12,10,47,61,213,12,20,4,122.0,14.0,132.7,12.7,133.2,12.8,48.31148931672469,38.468024239475696,33.00015948924779
2017-08-29,4,12,15,32,38,1,5,2017,8,1,241,35,3,2,101,20.2,14.25482374496437,4,38,34,6,3.0,4,4,1,0,1,2,0,2,0,0.02,0.06,0.02,0.02,0.02,0.06,0.08,39,22,30,36,19,18,2,106.4,11.8,126.7,12.0,131.15,12.2,36.438990106752534,38.24206526268624,33.69097177208412
2017-09-01,3,7,8,14,49,5,8,2017,9,4,244,35,3,3,81,16.2,18.75366630821824,3,49,46,13,6.5,3,2,3,1,3,1,0,0,1,0.1,0.04,0.0,0.0,0.12,0.12,0.12,3,28,215,118,12,6,4,95.6,11.6,123.3,12.7,130.35,12.35,33.74611088703427,40.822243391998335,34.71883305096893
2017-09-05,6,9,18,28,29,1,9,2017,9,1,248,36,3,3,90,18.0,10.559356040971437,6,29,23,10,5.0,8,3,2,0,2,1,2,0,0,0.04,0.04,0.0,0.04,0.0,0.08,0.18,36,11,69,20,204,2,9,83.2,11.6,120.5,11.9,128.85,12.65,12.617448236470674,42.16436093827734,35.82012812578101
2017-09-08,9,24,42,47,49,1,5,2017,9,4,251,36,3,3,171,34.2,17.19592975096142,9,49,40,6,3.0,4,2,3,0,1,0,1,0,3,0.1,0.04,0.0,0.02,0.12,0.1,0.08,21,6,200,20,2,1,3,103.6,11.2,120.0,11.4,128.0,12.25,38.93327625566605,41.45680482944461,34.520779402069046
2017-09-12,10,17,27,29,35,4,11,2017,9,1,255,37,3,3,118,23.6,9.989994994993742,10,35,25,15,7.5,7,1,4,1,1,1,2,1,0,0.04,0.06,0.06,0.04,0.0,0.14,0.08,8,22,16,12,182,8,14,112.2,10.0,117.1,12.0,126.75,12.35,35.64687924629598,40.357981449357204,34.40146110728129
2017-09-15,13,18,37,44,49,9,12,2017,9,4,258,37,3,3,161,32.2,15.927962832703999,13,49,36,21,10.5,3,2,3,1,0,2,0,1,2,0.0,0.02,0.0,0.02,0.14,0.04,0.12,59,25,100,15,2,6,6,124.2,13.0,115.3,12.4,127.4,12.95,40.67800388416328,37.597428990113926,34.94265979693316
2017-09-19,1,8,21,30,45,2,3,2017,9,1,262,38,3,3,105,21.0,17.507141400011598,1,45,44,5,2.5,1,2,3,1,2,0,2,0,1,0.08,0.02,0.04,0.02,0.12,0.16,0.04,7,17,24,41,9,9,24,129.0,11.4,112.3,11.5,124.95,12.3,35.37654590261748,37.04366792494129,34.696389922933015
2017-09-22,6,11,31,39,42,1,3,2017,9,4,265,38,3,3,129,25.8,16.39207125411551,6,42,36,4,2.0,2,2,3,0,1,1,0,2,1,0.04,0.06,0.02,0.02,0.06,0.12,0.06,5,36,45,30,28,4,1,136.8,10.2,110.0,10.9,125.75,11.65,28.199290771223286,34.9602949390049,34.59065130775561
2017-09-26,1,29,40,41,48,6,12,2017,9,1,269,39,3,3,159,31.8,18.51215816699933,1,48,47,18,9.0,6,2,3,2,1,0,1,1,2,0.1,0.0,0.0,0.04,0.06,0.1,0.12,2,191,145,20,13,25,3,134.4,12.6,119.0,11.9,126.75,11.95,24.875690945177773,34.81698180805189,35.27616610031255
2017-09-29,7,18,19,32,48,3,7,2017,9,4,272,39,3,3,124,24.8,15.706686474237651,7,48,41,10,5.0,4,3,2,0,1,2,0,1,1,0.02,0.04,0.04,0.04,0.08,0.16,0.1,35,4,45,9,1,11,21,135.6,11.6,123.9,10.8,128.3,11.75,24.0166608836449,31.196331693183215,34.384972237730146
2017-10-03,6,24,32,48,50,1,5,2017,10,1,276,40,4,3,160,32.0,18.16590212458495,6,50,44,6,3.0,4,5,0,0,1,0,1,1,2,0.06,0.04,0.0,0.0,0.04,0.14,0.1,3,7,113,60,24,3,7,135.4,8.6,129.8,10.8,128.25,11.4,23.754999473794964,31.954133796219015,34.335611404579865
2017-10-06,1,9,15,19,25,1,7,2017,10,4,279,40,4,3,69,13.8,9.23038460737146,1,25,24,8,4.0,6,0,5,0,2,2,1,0,0,0.1,0.04,0.04,0.02,0.0,0.16,0.1,3,9,11,40,293,1,2,128.2,9.2,128.6,10.3,125.95,11.5,37.02296584553973,34.14088458139301,36.72726650954514
2017-10-10,4,21,34,36,37,3,6,2017,10,1,283,41,4,3,132,26.4,14.08190328045183,4,37,33,9,4.5,3,3,2,1,1,0,1,3,0,0.02,0.02,0.0,0.02,0.0,0.18,0.02,12,20,120,39,98,3,27,128.8,10.2,132.8,10.2,126.65,11.05,37.063459093829884,31.332624105448534,36.70117594559433
2017-10-13,23,29,37,45,50,5,11,2017,10,4,286,41,4,3,184,36.8,11.099549540409285,23,50,27,16,8.0,6,1,4,0,0,0,2,1,2,0.0,0.02,0.02,0.0,0.06,0.1,0.08,171,5,8,67,3,12,9,133.8,9.8,134.1,11.2,127.05,11.3,43.31512437936661,33.30148478504961,37.30595408947899
2017-10-17,13,17,19,26,36,2,3,2017,10,1,290,42,4,3,111,22.2,9.038805230781334,13,36,23,5,2.5,1,2,3,1,0,3,1,1,0,0.02,0.06,0.04,0.02,0.0,0.14,0.08,9,10,5,25,61,8,7,131.2,8.8,133.4,10.2,125.25,11.1,44.42634353623985,33.7480863655013,37.160923165689965
2017-10-20,4,17,23,27,30,3,8,2017,10,4,293,42,4,3,101,20.2,10.281050529979902,4,30,26,11,5.5,5,2,3,1,1,1,3,0,0,0.04,0.08,0.02,0.04,0.06,0.18,0.12,3,1,49,37,23,3,14,119.4,9.8,127.4,9.2,121.35,10.8,42.66497392475477,33.629352258604854,35.267809983788716
2017-10-24,9,11,13,27,33,7,10,2017,10,1,297,43,4,3,93,18.6,10.714476188783099,9,33,24,17,8.5,3,0,5,1,1,2,1,1,0,0.08,0.06,0.0,0.06,0.0,0.02,0.12,13,9,69,1,55,29,20,124.2,11.6,126.2,10.4,119.25,10.95,36.47876094386982,34.714070154141595,35.66049708895788
2017-10-27,3,16,23,32,39,1,4,2017,10,4,300,43,4,3,113,22.6,14.010710188994704,3,39,36,5,2.5,3,2,3,1,1,1,1,2,0,0.1,0.0,0.02,0.04,0.02,0.18,0.04,16,81,2,8,44,6,26,120.4,10.8,124.6,10.5,117.3,10.7,36.45270908999774,34.938676436166084,34.83207837913953
2017-10-31,1,12,36,43,46,3,5,2017,10,1,304,44,4,3,138,27.6,19.982492337043443,1,46,45,8,4.0,2,3,2,0,1,1,0,1,2,0.12,0.08,0.02,0.02,0.02,0.2,0.1,7,18,25,38,22,3,8,111.2,9.2,122.5,9.5,120.75,10.7,17.005881335585254,33.230675253111734,33.17398314786351
2017-11-03,5,12,17,33,41,4,9,2017,11,4,307,44,4,3,108,21.6,14.959946523968593,5,41,36,13,6.5,5,1,4,1,1,2,0,1,1,0.04,0.08,0.0,0.02,0.06,0.1,0.14,28,1,79,44,25,15,17,110.6,10.8,120.9,9.8,122.4,10.3,17.06751299984878,33.534227953606425,31.56013474722746
2017-11-07,7,19,20,37,41,2,12,2017,11,1,311,45,4,3,124,24.8,14.007141035914502,7,41,34,14,7.0,10,1,4,2,1,2,0,1,1,0.04,0.0,0.02,0.06,0.08,0.14,0.1,11,54,33,35,1,6,12,115.2,11.4,117.3,10.6,123.55,10.7,16.932217811025392,30.681337070675983,31.15576317388751
2017-11-10,13,22,29,36,37,1,9,2017,11,4,314,45,4,3,137,27.4,10.064790112068906,13,37,24,10,5.0,8,2,3,0,0,1,2,2,0,0.04,0.06,0.02,0.04,0.02,0.18,0.14,7,35,30,9,9,4,2,124.0,10.0,124.1,10.8,126.35,10.55,13.61983847187633,25.959155952722615,29.608453629255745
2017-11-14,14,16,39,40,41,8,10,2017,11,1,318,46,4,3,150,30.0,13.729530217745982,14,41,27,18,9.0,2,3,2,2,0,2,0,2,1,0.04,0.02,0.06,0.04,0.1,0.06,0.14,30,5,25,28,2,30,6,131.4,12.6,125.9,11.7,129.35,10.95,15.993748778819803,27.16390579018001,28.759026043094163
2017-11-17,20,26,35,36,42,5,12,2017,11,4,321,46,4,3,159,31.8,8.729261137118078,20,42,22,17,8.5,7,4,1,1,0,1,1,2,1,0.02,0.0,0.02,0.06,0.06,0.12,0.12,47,101,38,2,16,10,3,135.6,14.4,123.4,11.8,128.75,11.5,20.32978111047924,21.854061407436276,27.95838072263089
2017-11-21,2,10,14,28,31,5,7,2017,11,1,325,47,4,3,85,17.0,12.24744871391589,2,31,29,12,6.0,2,4,1,0,2,1,1,1,0,0.02,0.04,0.0,0.04,0.0,0.14,0.1,27,26,118,22,282,1,13,131.0,14.2,120.8,12.5,127.1,11.35,28.922309727959146,24.836353283935196,29.554410125981796
2017-11-24,19,24,28,30,50,3,10,2017,11,4,328,47,4,3,151,30.2,11.840608092492547,19,50,31,13,6.5,7,4,1,1,0,1,3,0,1,0.0,0.06,0.0,0.02,0.08,0.18,0.14,80,15,56,19,12,7,3,136.4,14.0,125.8,12.7,126.6,10.95,29.795972882253707,25.433136740175044,29.030655303806345
2017-11-28,1,6,12,18,42,2,7,2017,11,1,332,48,4,3,79,15.8,15.974980438172686,1,42,41,9,4.5,5,4,1,1,2,2,0,0,1,0.14,0.0,0.02,0.0,0.06,0.14,0.12,8,133,28,251,3,6,2,124.8,13.8,124.4,11.9,125.3,11.15,39.283584357845996,27.721632146915255,30.589127755496772
2017-12-01,5,24,29,35,46,11,12,2017,12,4,335,48,4,0,139,27.8,15.155856953666461,5,46,41,23,11.5,1,2,3,1,1,0,2,1,1,0.04,0.08,0.04,0.02,0.04,0.0,0.14,8,2,6,31,9,61,4,122.6,14.8,127.0,13.7,125.8,12.1,37.79947089576788,27.752877728664828,30.7341743615183
2017-12-05,11,36,43,44,48,2,7,2017,12,1,339,49,4,0,182,36.4,14.842506526863986,11,48,37,9,4.5,5,3,2,1,0,1,0,1,3,0.06,0.0,0.02,0.04,0.08,0.16,0.12,41,77,38,23,19,2,2,127.2,13.2,131.4,13.8,126.95,11.65,44.19502234415095,32.73190764037102,32.42558281747038
2017-12-08,4,22,30,32,34,3,4,2017,12,4,342,49,4,0,122,24.4,12.280065146407,4,34,30,7,3.5,1,5,0,1,1,0,2,2,0,0.06,0.06,0.02,0.06,0.0,0.16,0.04,14,8,33,12,71,4,12,134.6,12.2,132.8,13.2,126.85,11.5,38.0302511167097,31.908898097204474,32.43824091537963
2017-12-12,20,37,39,44,50,4,8,2017,12,1,346,50,4,0,190,38.0,11.247221879201993,20,50,30,12,6.0,4,3,2,2,0,1,0,2,2,0.02,0.0,0.08,0.06,0.1,0.08,0.1,7,80,8,2,5,11,15,142.4,12.0,139.4,13.0,128.35,11.8,45.50054944723192,36.39658103601376,34.668771022499854
2017-12-15,25,30,31,42,50,2,11,2017,12,4,349,50,4,0,178,35.6,10.16366075781753,25,50,25,13,6.5,9,3,2,1,0,0,2,1,2,0.0,0.02,0.02,0.04,0.12,0.18,0.06,800,38,24,34,1,3,18,162.2,12.8,143.5,13.3,133.8,12.05,29.86971710612589,38.35289356025764,33.3917733329003
2017-12-19,8,15,30,38,46,4,7,2017,12,1,353,51,4,0,137,27.4,15.773395322504282,8,46,38,11,5.5,3,4,1,1,1,1,1,1,1,0.0,0.0,0.04,0.0,0.06,0.1,0.12,57,60,3,58,5,2,4,161.8,10.4,142.2,12.6,134.05,12.15,30.26879581351048,38.328405480357176,33.39630455446739
2017-12-22,5,24,30,31,43,3,6,2017,12,4,356,51,4,0,133,26.6,13.903237033151669,5,43,38,9,4.5,3,2,3,1,1,0,2,1,1,0.06,0.1,0.06,0.02,0.0,0.16,0.04,6,6,1,42,56,4,21,152.0,10.4,139.6,11.8,131.5,11.8,30.02498959200474,37.942061093198475,31.260366701556634
2017-12-26,4,17,30,43,44,2,10,2017,12,1,360,52,4,0,138,27.6,17.18429515575195,4,44,40,12,6.0,8,3,2,2,1,1,1,0,2,0.08,0.06,0.08,0.02,0.0,0.2,0.14,5,19,1,16,54,3,9,155.2,11.4,144.9,11.8,132.85,12.15,26.69644171046006,32.82427963159804,30.909502882140544
2017-12-29,4,8,22,23,48,1,12,2017,12,4,363,52,4,0,105,21.0,17.26267650163207,4,48,44,13,6.5,11,4,1,1,2,0,2,0,1,0.1,0.04,0.0,0.0,0.1,0.16,0.14,1,29,57,74,7,14,8,138.2,11.6,140.3,11.8,133.05,12.25,26.051871333936788,35.023960052766505,30.704834181367357
2018-01-02,10,20,21,28,48,1,8,2018,1,1,2,1,1,0,127,25.4,14.170391667134682,10,48,38,9,4.5,7,4,1,1,1,1,2,0,1,0.04,0.0,0.02,0.04,0.12,0.18,0.08,32,51,30,12,1,1,6,128.0,10.8,145.1,11.8,134.75,11.85,13.564659966250566,28.34097936047941,29.27883194391475
2018-01-05,2,5,20,38,41,4,8,2018,1,4,5,1,1,0,106,21.2,18.074844397670482,2,41,39,12,6.0,4,3,2,2,2,1,0,1,1,0.04,0.02,0.04,0.02,0.12,0.12,0.1,13,38,17,5,15,5,1,121.8,11.0,141.8,10.7,134.4,12.2,15.385057685949798,30.93290229584756,29.59267334644635
2018-01-09,6,12,15,38,49,2,9,2018,1,1,9,2,1,0,120,24.0,18.506755523321747,6,49,43,11,5.5,7,3,2,1,1,2,0,1,1,0.06,0.06,0.04,0.04,0.08,0.22,0.1,28,19,27,1,33,4,17,119.2,11.4,135.6,10.9,133.5,12.35,14.06058320269838,28.060252632109012,29.750718699854914
2018-01-12,13,21,23,30,45,4,6,2018,1,4,12,2,1,0,132,26.4,12.033287165193059,13,45,32,10,5.0,2,1,4,2,0,1,3,0,1,0.06,0.04,0.04,0.04,0.04,0.14,0.04,18,27,22,14,33,2,6,118.0,11.0,136.6,11.2,134.7,12.2,12.186057606954114,27.697573098659007,29.14591241540258
2018-01-16,20,23,31,34,46,3,12,2018,1,1,16,3,1,0,154,30.8,10.232301793829187,20,46,26,15,7.5,9,3,2,1,0,1,1,2,1,0.04,0.0,0.04,0.0,0.08,0.16,0.16,10,108,9,108,8,7,5,127.8,11.4,133.0,11.5,136.2,12.25,17.612495564229416,21.669230617526708,29.337599370809265
2018-01-19,3,8,17,44,50,2,7,2018,1,4,19,3,1,0,122,24.4,21.33775995740884,3,50,47,9,4.5,5,3,2,1,2,1,0,0,2,0.06,0.04,0.02,0.06,0.1,0.22,0.12,24,6,22,11,10,3,9,126.8,11.4,127.4,11.1,135.45,12.2,17.81010948871458,14.938392000331019,29.5073139907273
2018-01-23,5,8,9,23,24,7,8,2018,1,1,23,4,1,0,69,13.8,8.983317872590282,5,24,19,15,7.5,1,2,3,1,3,0,2,0,0,0.06,0.06,0.0,0.02,0.0,0.02,0.12,9,1,53,7,269,26,5,119.4,12.0,120.6,11.5,131.4,12.05,31.23779761762989,23.248416911456214,32.78221597467944
2018-01-26,6,15,24,28,48,4,9,2018,1,4,26,4,1,0,121,24.2,15.786069808536892,6,48,42,13,6.5,5,4,1,1,1,1,2,0,1,0.08,0.02,0.0,0.06,0.12,0.16,0.1,5,11,51,7,7,4,5,119.6,12.4,119.4,11.9,129.5,11.85,31.245799717722118,22.843428425309018,32.194311364129646
2018-01-30,11,15,21,27,35,4,5,2018,1,1,30,5,1,0,109,21.8,9.549869109050658,11,35,24,9,4.5,1,0,5,1,0,2,2,1,0,0.02,0.04,0.04,0.04,0.02,0.18,0.12,16,1,8,28,40,1,26,115.0,12.2,116.5,11.6,130.7,11.7,30.65126424798829,22.046667674629372,30.868311122880513
2018-02-02,14,34,36,39,48,2,3,2018,2,4,33,5,1,0,171,34.2,12.497999839974396,14,48,34,5,2.5,1,4,1,1,0,1,0,3,1,0.02,0.0,0.02,0.02,0.14,0.2,0.06,23,171,27,38,2,4,31,118.4,10.2,123.1,10.8,131.7,11.3,36.45270908999775,27.440643011578366,31.8683145723807
2018-02-06,8,17,28,34,38,6,12,2018,2,1,37,6,1,0,125,25.0,12.36931687685298,8,38,30,18,9.0,6,4,1,2,1,1,1,2,0,0.02,0.08,0.02,0.02,0.02,0.02,0.16,14,12,21,6,46,38,6,119.0,12.0,122.9,11.7,134.0,11.75,36.55133376499418,27.416337384040762,29.431454709473527
2018-02-09,22,31,36,38,44,1,11,2018,2,4,40,6,1,0,171,34.2,8.25832912882503,22,44,22,12,6.0,10,4,1,0,0,0,1,3,1,0.0,0.0,0.04,0.06,0.02,0.2,0.06,296,257,2,9,13,11,16,139.4,11.4,129.4,11.7,135.6,11.2,29.441467354736194,30.49663005062106,30.56554647931147
2018-02-13,10,13,17,21,44,1,10,2018,2,1,44,7,1,0,105,21.0,13.509256086106296,10,44,34,11,5.5,9,2,3,1,1,2,1,0,1,0.04,0.0,0.04,0.0,0.04,0.22,0.08,12,85,7,61,1,1,14,136.2,11.0,127.9,11.7,131.75,11.3,32.637401857378265,31.366826071150008,29.233857443940458
2018-02-16,10,12,23,32,50,4,10,2018,2,4,47,7,1,0,127,25.4,16.36459593146131,10,50,40,14,7.0,6,4,1,2,1,1,1,1,1,0.06,0.08,0.06,0.08,0.12,0.16,0.1,1,11,10,20,8,5,1,139.8,12.0,127.4,12.1,132.0,11.65,29.752310834622524,31.334042545165154,29.16739347465359
2018-02-20,6,14,19,25,29,5,11,2018,2,1,51,8,1,0,93,18.6,9.071934744033381,6,29,23,16,8.0,6,2,3,0,1,2,2,0,0,0.1,0.0,0.04,0.0,0.02,0.08,0.08,7,54,36,84,48,26,3,124.2,14.2,121.3,12.2,127.15,11.85,29.75231083462261,31.51736734634476,26.999561399946366
2018-02-23,10,17,18,28,47,3,7,2018,2,4,54,8,1,0,120,24.0,14.370107863199914,10,47,37,10,5.0,4,3,2,0,1,2,1,0,1,0.08,0.1,0.02,0.08,0.0,0.16,0.14,2,5,49,8,52,11,10,123.2,12.6,121.1,12.3,124.25,11.7,29.80268444284847,31.518777472061437,24.222379821366136
2018-02-27,3,31,41,48,50,8,11,2018,2,1,58,9,1,0,173,34.6,19.165072397463046,3,50,47,19,9.5,3,2,3,1,1,0,0,1,3,0.04,0.02,0.0,0.02,0.14,0.02,0.1,11,5,102,42,3,30,2,123.6,14.0,131.5,12.7,126.05,12.1,30.60718869808206,29.511767897644564,26.454479274486015
2018-03-02,2,7,34,45,48,1,12,2018,3,4,61,9,1,1,136,27.2,21.440615662802223,2,48,46,13,6.5,11,3,2,1,2,0,0,1,2,0.04,0.0,0.02,0.02,0.14,0.2,0.16,16,52,41,40,8,5,7,129.8,14.4,133.0,12.7,126.2,12.3,28.99482712485108,29.299222591127656,26.504418698140043
2018-03-06,15,20,26,31,44,2,9,2018,3,1,65,10,1,1,136,27.2,11.166915420114902,15,44,29,11,5.5,7,3,2,1,0,2,1,1,1,0.0,0.02,0.0,0.02,0.06,0.2,0.08,60,18,60,21,6,9,11,131.6,13.8,135.7,12.9,126.1,12.25,29.056840846864258,28.059658665857764,26.46129248543993
2018-03-09,9,14,21,32,44,1,12,2018,3,4,68,10,1,1,120,24.0,14.124446891825535,9,44,35,13,6.5,11,3,2,1,1,1,1,1,1,0.02,0.02,0.06,0.08,0.08,0.2,0.18,39,5,11,6,1,2,2,137.0,13.2,130.6,13.7,126.85,12.25,21.656407827707657,25.443619588764825,26.041010167163556
2018-03-13,9,11,13,33,49,6,12,2018,3,1,72,11,1,1,115,23.0,17.435595774162696,9,49,40,18,9.0,6,0,5,2,1,2,0,1,1,0.04,0.04,0.02,0.02,0.02,0.04,0.18,1,40,40,37,18,10,1,136.0,14.8,129.6,13.7,126.25,12.7,22.726636354726974,25.880923905885215,26.175269565796356
2018-03-16,4,17,24,27,31,10,11,2018,3,4,75,11,1,1,103,20.6,10.597169433391164,4,31,27,21,10.5,1,2,3,1,1,1,2,1,0,0.1,0.1,0.02,0.06,0.02,0.0,0.1,22,6,14,13,33,80,5,122.0,15.2,122.8,14.6,126.1,13.15,14.195069566578482,22.508270085064666,26.3056927999285
2018-03-20,26,29,37,39,44,9,11,2018,3,1,79,12,1,1,175,35.0,7.3824115301167,26,44,18,20,10.0,2,2,3,0,0,0,2,2,1,0.0,0.04,0.02,0.02,0.1,0.0,0.12,180,45,45,13,3,53,1,129.8,16.6,129.8,15.5,128.85,13.6,27.9051966486531,26.82784622986594,28.423998385352593
2018-03-23,5,7,11,46,50,8,11,2018,3,4,82,12,1,1,119,23.8,22.241852440837746,5,50,45,19,9.5,3,2,3,1,2,1,0,0,2,0.08,0.02,0.0,0.0,0.16,0.04,0.14,17,6,135,64,7,7,1,126.4,18.2,129.0,16.0,128.2,14.05,27.99642834362986,27.0390663875643,28.496721879801143
2018-03-27,17,20,23,40,46,9,10,2018,3,1,86,13,1,1,146,29.2,12.949903474543738,17,46,29,19,9.5,1,3,2,1,0,2,1,1,1,0.0,0.04,0.08,0.02,0.08,0.02,0.12,77,6,11,38,20,2,11,131.6,19.4,134.3,16.3,127.8,14.25,28.910205810405426,24.248940412131677,28.16978597904612
2018-03-30,12,17,28,35,47,7,11,2018,3,4,89,13,1,1,139,27.8,14.024977718342372,12,47,35,18,9.0,4,2,3,0,0,2,1,1,1,0.0,0.12,0.04,0.02,0.02,0.04,0.16,71,4,15,34,10,19,2,136.4,19.4,136.2,17.1,128.65,14.7,27.41897153432269,23.74306916414422,28.24195274298225
2018-04-03,3,8,16,40,43,5,8,2018,4,1,93,14,2,1,110,22.0,18.425525772688278,3,43,40,13,6.5,3,3,2,1,2,1,0,1,1,0.06,0.06,0.0,0.04,0.02,0.08,0.1,10,20,94,2,29,12,20,137.8,17.8,129.9,16.5,130.7,14.6,25.390943267236,21.105291595553282,24.98441619553237
2018-04-06,1,29,33,45,47,4,8,2018,4,4,96,14,2,1,155,31.0,18.439088914585774,1,47,46,12,6.0,4,0,5,2,1,0,1,1,2,0.04,0.04,0.0,0.04,0.04,0.16,0.12,37,5,118,10,2,14,1,133.8,16.2,131.8,16.4,132.4,14.55,18.78030883665118,22.523074587828564,25.442194542882827
2018-04-10,14,27,39,46,48,11,12,2018,4,1,100,15,2,1,174,34.8,14.237275020171522,14,48,34,23,11.5,1,3,2,1,0,1,1,1,2,0.04,0.0,0.04,0.02,0.12,0.02,0.18,19,198,34,5,11,37,8,144.8,17.0,135.6,17.6,135.65,15.25,23.46699810371993,26.213652083514763,26.42820463065933
2018-04-13,5,25,34,48,50,6,7,2018,4,4,103,15,2,1,162,32.4,18.447222013083703,5,50,45,13,6.5,1,3,2,1,1,0,1,1,2,0.1,0.0,0.02,0.02,0.14,0.04,0.12,6,71,12,13,6,9,14,148.0,15.8,139.8,17.6,135.2,15.65,24.728526037756346,26.79469267514671,25.86523779739503
2018-04-17,15,27,33,39,50,4,6,2018,4,1,107,16,2,1,164,32.8,13.084341787036902,15,50,35,10,5.0,2,1,4,2,0,1,1,2,1,0.02,0.02,0.02,0.04,0.16,0.18,0.04,12,2,3,8,1,3,27,153.0,14.2,144.7,16.8,137.15,15.25,24.97999199359343,26.229965899922927,26.51767037477589
